5	YPL242C	1	-0.3395	-0.2713	-0.3263	-0.2829	-0.0177	-0.0093	0.0646	0.1122	-0.0167	-0.1249	-0.1590	-0.1944	-0.2242	-0.1459	-0.0895	-0.0231	-0.0318
2	YJL074C	1	-0.9031	-0.6929	-0.3509	-0.5201	-0.7948	-0.7082	-0.9551	-0.9551	-0.7948	-0.6231	-0.3328	-0.3220	-0.5445	-0.7409	-0.7352	-1.0362	-0.8871
1	YDR033W	1	0.4685	0.3527	0.3558	0.3250	0.3608	0.3876	0.6882	0.6189	0.5325	1.0029	0.7936	0.6804	0.4737	0.7171	0.8289	0.7915	0.8999
2	YPL124W	1	-0.5555	-0.6362	0.0373	-0.1710	-0.1575	-0.1546	-0.3509	-0.5068	-0.5035	-0.2090	-0.0275	-0.0329	-0.1517	-0.1771	-0.3532	-0.5134	-0.3672
2	YML061C	1	0.2366	0.2592	0.5113	0.3868	0.2529	0.2442	0.1398	0.1368	-0.0093	0.1935	0.3634	0.2401	0.1856	0.3211	0.1994	-0.0329	-0.0475
2	YPL127C	1	-0.3307	-0.2090	0.3947	0.4008	0.4081	0.3360	0.1098	-0.0010	-0.1912	0.0041	0.1981	0.3674	0.2648	0.3167	0.2190	0.2460	-0.0352
1	YLL040C	1	-0.1960	-0.1459	-0.6362	-0.5375	-0.3818	-0.2713	-0.3072	-0.3625	-0.2074	-0.0385	-0.1318	-0.1880	-0.1771	-0.3509	-0.2849	-0.2140	-0.2713
5	YKL130C	1	-0.1062	-0.0188	-0.1402	-0.0946	0.0152	0.1002	0.1383	0.2741	0.2378	0.0768	-0.0010	0.0102	-0.0638	0.1185	0.1354	0.1692	0.0708
4	YLR014C	1	-0.6362	-0.2600	-0.5270	-0.6542	-0.7701	-0.7031	-0.5409	-0.5002	-0.5482	-0.6146	-0.6187	-0.6828	-0.6103	-0.6231	-0.5167	-0.5518	-0.6187
5	YML034W	1	-0.9551	-0.9031	-1.3261	-0.7409	-0.5899	-0.4426	-0.3440	-0.2107	-0.3818	-0.6731	-0.7760	-0.7082	-0.5201	-0.4812	-0.4720	-0.4426	-0.5035
3	YHR061C	1	-0.9940	-1.1805	-0.9551	-0.8791	-0.8013	-0.7082	-0.8351	-1.1361	-1.0958	-1.2125	-0.9285	-0.8564	-0.8280	-0.8013	-0.7948	-0.9940	-1.3969
3	YIL126W	1	-0.8280	-0.5781	-0.5409	-0.5445	-0.3578	-0.2471	-0.3843	-0.3868	-0.3649	-0.4970	-0.5305	-0.4286	-0.3463	-0.4399	-0.4843	-0.4812	-0.5134
1	YBL023C	1	-0.8492	-0.4970	-0.3818	-0.6684	-0.8013	-0.6317	-0.4720	-0.2507	-0.2123	-0.3944	-0.4206	-0.5339	-0.5743	-0.7701	-0.5743	-0.4812	-0.4151
4	YCR086W	1	-0.3995	-0.2990	-0.2381	-0.2294	-0.2225	-0.0946	-0.2346	-0.3198	-0.4098	-0.3868	-0.5629	-0.4874	-0.2675	-0.1695	-0.2294	-0.2140	-0.4720
5	YGL201C	1	-0.7582	-0.5100	-0.6635	-0.8210	-0.9031	-0.7352	-0.4970	-0.3969	-0.4206	-0.4206	-0.5236	-0.5743	-0.8280	-0.6635	-0.6317	-0.5555	-0.5134
2	YNL289W	1	-0.9197	0.1216	0.3744	0.3230	-0.0698	-0.1944	-0.3135	-0.5743	-0.6731	-0.0895	0.1883	0.1224	-0.0464	-0.1445	-0.2810	-0.4512	-0.4781
2	YML027W	1	-0.4660	0.3152	0.5286	0.1836	-0.0146	0.0945	-0.0883	-0.2526	-0.3843	0.2959	0.4730	0.2483	0.0794	0.1301	-0.0285	-0.2140	-0.2417
2	YDR013W	1	-0.4178	-0.3793	-0.0408	-0.1222	-0.4020	-0.3114	-0.3969	-0.3944	-0.3241	-0.2453	-0.2277	-0.2790	-0.2969	-0.3918	-0.3944	-0.5305	-0.3745
5	YOR058C	1	-0.5859	-0.5409	-0.8791	-0.6103	-0.6451	-0.4286	-0.2889	-0.3198	-0.3395	-0.6231	-0.6929	-0.9370	-0.5859	-0.5899	-0.4812	-0.4874	-0.4046
1	YGR035C	1	-0.5201	-0.6929	-0.7464	-0.5035	-0.2909	-0.2277	-0.0921	0.0557	0.1464	0.0000	-0.1546	-0.2889	-0.2929	-0.2435	-0.1277	-0.0984	-0.0735
1	YML109W	1	-0.3555	-0.2507	0.0912	-0.0895	-0.2008	-0.1388	-0.1710	-0.3198	-0.3307	-0.1277	-0.0971	-0.1695	-0.2074	-0.1976	-0.2929	-0.4232	-0.4483
5	YAR018C	1	-0.3072	-0.4843	-0.5035	-0.4125	-0.3697	-0.4151	0.0297	0.2631	0.2252	-0.0521	-0.1075	-0.2242	-0.2949	-0.5100	-0.2174	-0.1236	0.0288
2	YOR316C	1	-0.1115	-0.2713	-0.2294	-0.2311	-0.2208	-0.1679	-0.1531	-0.1771	-0.1277	0.0785	-0.0082	0.0072	-0.1992	-0.1896	-0.0771	-0.0710	-0.0487
1	YLR274W	1	-0.3072	-0.2090	-0.2638	-0.4812	-0.4571	-0.4098	-0.3625	-0.1944	-0.0082	0.0401	-0.0820	-0.2417	-0.3307	-0.4178	-0.3745	-0.2259	-0.1168
5	YAL022C	1	-0.1277	-0.1374	-0.0103	-0.1849	-0.1927	-0.2074	0.2336	0.2546	0.2245	0.2580	0.1450	0.0584	-0.0167	0.0937	0.2395	0.2752	0.3031
1	YDL179W	1	-0.3601	-0.4426	-0.5002	-0.3509	-0.3177	-0.1168	-0.4751	-0.5201	0.0953	0.2859	0.2703	0.0611	0.0512	-0.1195	-0.2526	-0.0946	0.0937
1	YMR256C	1	0.2586	0.1551	0.0977	0.1665	0.2875	0.2518	0.2736	0.2580	0.3701	0.4932	0.4453	0.2886	0.3097	0.4242	0.4000	0.3800	0.5068
2	YLR349W	1	-0.1115	0.0191	0.2681	0.3201	0.2318	0.1559	0.1896	0.2779	0.3072	0.3757	0.5710	0.3787	0.3137	0.2489	0.2378	0.1413	0.1435
4	YBR038W	1	-0.6588	-0.8145	-0.6146	-0.5339	-0.4781	-0.3373	0.0061	0.0051	0.0102	-0.2638	-0.3625	-0.5375	-0.3601	-0.4399	-0.1649	-0.1664	-0.2889
4	YKL069W	1	0.0081	0.1301	0.0484	0.1665	0.2437	0.1836	0.0977	0.1247	-0.0093	-0.0568	-0.1101	-0.0124	0.0503	0.1665	0.1255	0.0316	-0.1195
4	YBR104W	1	-0.1531	0.1361	0.2419	0.0785	0.0210	0.0354	0.1942	0.1622	0.0828	0.0278	0.0751	0.0953	0.1551	0.1720	0.2681	0.2529	0.1501
2	YER070W	1	-0.7352	0.0734	0.2881	0.0316	-0.1817	-0.3328	-0.5375	-0.6731	-0.6929	-0.1036	0.0828	0.0920	0.0122	-0.1318	-0.3793	-0.4151	-0.4020
2	YJL078C	1	-0.7135	-0.6273	-0.8013	-0.7031	-0.7082	-0.6635	-0.8077	-0.8492	-0.7464	-0.4512	-0.3198	-0.4178	-0.4206	-0.6635	-0.7582	-0.7760	-0.6979
4	YDR451C	1	-0.8564	-0.5002	-0.5445	-0.4370	-0.1560	-0.0340	-0.3745	-0.4571	-0.5482	-0.7582	-0.5591	-0.4426	-0.2545	-0.0698	-0.1992	-0.3418	-0.4098
3	YJR137C	1	-0.4751	-0.4098	-0.3720	-0.0603	0.2719	0.0994	-0.0307	-0.1517	-0.2694	-0.2732	-0.2471	-0.1360	-0.0340	-0.0959	-0.0895	-0.0352	0.0326
3	YJR155W	1	-0.3697	-0.2364	-0.0858	-0.2107	-0.3307	-0.5100	-0.6780	-0.5518	-0.4874	-0.3770	-0.3051	-0.2400	-0.3578	-0.3672	-0.4260	-0.4046	-0.3625
5	YLR131C	1	-0.4571	-0.5743	-0.4690	-0.3072	-0.1236	-0.0710	0.0102	-0.0135	0.0373	-0.0275	-0.2732	-0.3555	-0.1154	0.0092	-0.0921	0.0410	-0.0908
3	YBR276C	1	-0.1036	0.0181	0.0092	0.0210	-0.0430	-0.1318	-0.0510	-0.0340	-0.0579	-0.0686	0.0363	-0.0051	-0.0318	-0.1416	-0.0710	-0.1725	-0.1346
3	YLR045C	1	-0.6231	-0.6103	-0.2208	-0.1388	0.0637	-0.0441	-0.1010	-0.2381	-0.3440	-0.5002	-0.2417	-0.1740	-0.0710	-0.0808	-0.0883	-0.2123	-0.2694
2	YJL173C	1	0.1961	0.2614	0.5627	0.5883	0.5435	0.3817	0.2608	0.1836	0.2558	0.5355	0.4758	0.5415	0.3630	0.4572	0.3536	0.3230	0.2923
1	YBR067C	1	0.5899	0.5768	0.4408	0.2933	0.1051	-0.0210	-0.0441	0.0828	0.1232	0.1479	0.0220	-0.0820	-0.1634	-0.1802	-0.0430	0.0191	0.2785
5	YDR146C	1	-0.5445	-0.4046	-0.1927	-0.1992	-0.1182	0.1051	0.1748	0.1443	0.1551	0.1051	0.0383	-0.0747	0.0249	0.3444	0.2437	0.3830	0.1916
3	YDL093W	1	-0.3672	-0.5591	-0.1679	-0.1128	-0.1944	-0.3373	-0.3263	-0.3843	-0.3893	-0.4151	-0.2929	-0.2311	-0.3156	-0.4370	-0.4426	-0.4970	-0.5979
3	YMR198W	1	-0.9370	-0.7187	-1.0362	-0.5979	-0.4206	-0.4020	-0.4720	-0.3918	-0.4483	-0.6187	-0.6451	-0.5035	-0.3307	-0.4571	-0.5035	-0.3418	-0.5167
1	YLR395C	1	0.3527	0.1544	0.1935	0.0785	0.2257	0.2763	0.3312	0.2026	0.3393	0.5746	0.4250	0.4109	0.3486	0.3082	0.3800	0.5482	0.5627
3	YEL018W	1	-0.5339	-0.4178	-0.3868	-0.3555	-0.2969	-0.3793	-0.5035	-0.4370	-0.5629	-0.5899	-0.6405	-0.5305	-0.3969	-0.3156	-0.5667	-0.3843	-0.4399
3	YER019W	1	-0.3010	-0.3241	-0.0453	-0.0020	-0.1388	-0.2545	-0.2381	-0.2990	-0.4178	-0.2909	-0.3177	-0.3285	-0.1531	-0.2242	-0.3241	-0.3995	-0.4314
1	YER111C	1	-0.6878	-0.5667	-0.3649	-0.6103	-0.7298	-0.7409	-0.7760	-0.6828	-0.6231	-0.3463	-0.3918	-0.5002	-0.5820	-0.7582	-0.9940	-0.7823	-0.7082
3	YDR219C	1	-0.6103	-0.7031	-0.7701	-0.2752	-0.3198	-0.1725	-0.4178	-0.3463	-0.3093	-0.6496	-0.5068	-0.3351	-0.2752	-0.2619	-0.3093	-0.3918	-0.3625
4	YDR324C	1	-0.2694	0.1615	0.0249	-0.0971	-0.1128	0.1398	0.1909	0.0699	0.1010	-0.0051	-0.0568	-0.0698	-0.0487	0.0945	0.0611	0.1278	0.1018
