-0.4542	-0.3486	-0.1590	-0.3555	-0.4907	-0.4426	-0.4206	-0.4399	-0.4125	-0.5555	-0.3373	-0.3241	-0.2471	-0.5375	-0.4370	-0.4874	-0.5820
-0.3418	-0.1416	0.3112	-0.0010	-0.2471	-0.3601	-0.3198	-0.4286	-0.3263	0.0887	0.1472	0.1185	0.0373	-0.0385	-0.2526	-0.3601	-0.2453
-0.5002	-0.1182	0.1472	-0.2581	-0.3625	-0.4542	-0.4938	-0.6146	-0.5409	-0.0845	-0.0264	-0.1664	-0.2949	-0.3220	-0.5068	-0.6103	-0.6273
-0.2732	0.0031	0.3549	0.1091	-0.2174	-0.2889	-0.4660	-0.5820	-0.3793	-0.0747	-0.0895	-0.0464	-0.1620	-0.3093	-0.3672	-0.4571	-0.4125
0.1686	0.4303	0.5798	0.1836	0.2282	0.1472	0.0230	-0.1531	0.0557	0.6011	0.5806	0.4045	0.2140	0.1994	0.1193	0.1216	0.2752
0.3061	0.3617	0.6358	0.4330	0.5467	0.2854	0.3531	0.2506	0.2300	0.4744	0.5364	0.5376	0.3608	0.3122	0.2785	0.2282	0.2448
0.1665	0.3490	0.6658	0.5346	0.4057	0.1822	0.1130	0.0220	0.0021	0.5675	0.6177	0.5811	0.4069	0.2980	0.2747	0.0845	0.2000
-0.2453	-0.0156	0.3572	0.2221	0.0457	-0.1634	-0.2174	-0.2990	-0.3177	0.2209	0.3051	0.2923	0.1516	-0.0487	-0.0783	-0.3555	-0.1786
-0.2435	-0.1402	0.0354	-0.0933	-0.2675	-0.2191	-0.2656	-0.2490	-0.2581	-0.1374	-0.1101	-0.1620	-0.1849	-0.2381	-0.2025	-0.2346	-0.2090
-0.7886	-0.8871	-0.3868	-0.6231	-0.8639	-0.9031	-0.9112	-1.0711	-0.9462	-0.3625	-0.2949	-0.3672	-0.6146	-0.8492	-0.9370	-1.2660	-0.8492
-0.9197	-0.7242	-0.4073	-0.6979	-0.9197	-0.8871	-0.9197	-1.0039	-0.9551	-0.6878	-0.3944	-0.4629	-0.5339	-1.0590	-0.9462	-1.1221	-0.9743
-0.7823	-0.8492	-0.5100	-0.5629	-0.8077	-1.0146	-1.0477	-0.9197	-0.8639	-0.8013	-0.5482	-0.5482	-0.5743	-0.8716	-0.9112	-1.1090	-0.8639
-0.8492	-0.9112	-0.4843	-0.5068	-0.6317	-0.7886	-0.8013	-0.8077	-0.7701	-0.7082	-0.4151	-0.3995	-0.4874	-0.8077	-0.9197	-1.0590	-0.7352
-0.3114	0.2448	0.6100	0.4280	0.1748	0.0539	-0.0579	-0.1575	-0.2675	0.3748	0.5579	0.4643	0.2552	0.1902	0.0785	-0.0833	0.0072
-0.0329	-0.2008	0.2870	0.2020	0.1042	-0.0845	-0.1115	-0.1416	-0.0759	0.1308	0.1922	0.2147	0.1443	-0.0124	-0.0722	-0.1360	-0.0771
-0.1849	0.0278	0.2859	0.1308	-0.2949	-0.2140	-0.3463	-0.4571	-0.3198	0.0220	0.1193	0.0681	0.0383	-0.0959	-0.1833	-0.2107	-0.2140
-0.2294	-0.0908	0.1651	0.0887	-0.0082	-0.0072	-0.0114	-0.0441	-0.0959	-0.0533	0.1544	0.0637	0.0420	0.0345	-0.0135	0.0122	-0.1605
-0.2435	-0.0242	0.1420	-0.0231	-0.1128	-0.1208	-0.1786	-0.1944	-0.1960	-0.0430	0.0152	-0.0010	-0.1222	-0.1605	-0.2157	-0.0921	-0.1101
-0.6362	-0.7523	-0.4512	-0.6588	-0.6273	-0.8077	-0.8280	-0.8492	-0.9112	-0.4314	-0.4970	-0.5002	-0.7187	-0.7948	-0.8564	-0.9462	-0.7409
-0.1263	-0.5339	-0.6146	-0.5201	-0.3918	-0.3818	-0.3995	-0.4073	-0.3818	-0.2969	-0.1318	-0.0638	-0.2417	-0.3351	-0.3868	-0.3672	-0.2507
0.3830	0.2523	-0.0441	-0.0997	0.0307	-0.0686	-0.1430	-0.0396	-0.0264	0.1059	0.1170	0.0794	0.0297	-0.0710	-0.0895	0.0655	0.1316
-0.4426	0.0802	0.1651	-0.2123	-0.2771	-0.2563	-0.4314	-0.5134	-0.2507	0.0041	0.1916	-0.0156	-0.1740	-0.1864	-0.3770	-0.3198	-0.3030
-0.7523	-0.8564	-0.3625	-0.6187	-0.8210	-0.9462	-1.0477	-0.9112	-0.7823	-0.5339	-0.4970	-0.5339	-0.6780	-0.7409	-0.8791	-0.8716	-0.8210
-0.2929	-0.0759	0.2849	0.0716	-0.2008	-0.2435	-0.2929	-0.3918	-0.2829	0.1699	0.2419	0.1010	-0.0285	-0.0062	-0.1960	-0.2490	-0.1976
-1.3261	-0.7242	0.0878	-0.3010	-0.9197	-0.6405	-0.6878	-0.8013	-0.8948	-0.1115	0.2245	0.1002	-0.1710	-0.1976	-0.4874	-0.7242	-0.5820
-0.4178	-0.3793	-0.0408	-0.1222	-0.4020	-0.3114	-0.3969	-0.3944	-0.3241	-0.2453	-0.2277	-0.2790	-0.2969	-0.3918	-0.3944	-0.5305	-0.3745
-0.5002	-0.4426	0.1026	-0.0759	-0.2563	-0.3995	-0.5002	-0.5940	-0.5629	-0.1620	0.0230	0.0152	-0.2174	-0.3030	-0.4571	-0.6635	-0.4843
-0.1374	0.1748	0.3748	0.4913	0.4572	0.3783	0.2774	0.2558	0.2227	0.0794	0.3621	0.3341	0.1889	0.2790	0.1883	0.1644	0.1922
-0.0883	0.4265	0.1842	0.0777	0.0429	0.1247	0.0111	-0.0210	0.0794	0.3087	0.5154	0.3683	0.1391	0.2828	0.1270	0.1530	0.1856
-0.4314	-0.6317	-0.4073	-0.4073	-0.6187	-0.5743	-0.8639	-0.6731	-0.5940	-0.4542	-0.3532	-0.3263	-0.4542	-0.4314	-0.5555	-0.7464	-0.4342
0.2801	0.1902	-0.0627	-0.1318	-0.0556	0.0081	-0.0275	0.0566	0.0903	0.1323	0.2483	0.1699	0.0061	0.1761	0.0828	0.1537	0.3476
-0.1605	0.0870	0.4533	0.3107	0.2995	0.2165	0.0010	-0.0498	0.0081	0.2686	0.4720	0.4401	0.2084	0.2518	0.0961	-0.0264	0.1494
